Timestamp,VSet,VMon,IMon,ChStatus
12_14_16,-0.0,-0.0509999990463256,0.0750000029802322,3
12_14_18,-0.5,-0.5619999766349792,0.0020000000949949,3
12_14_18,-1.0,-0.912999987602234,0.0970000028610229,3
12_14_19,-1.5,-1.4040000438690186,0.0199999995529651,3
12_14_20,-2.0,-1.902999997138977,0.0199999995529651,3
12_14_21,-2.5,-2.400000095367432,0.0160000007599592,3
12_14_22,-3.0,-2.901000022888184,0.0209999997168779,3
12_14_22,-3.5,-3.3980000019073486,0.0149999996647238,3
12_14_23,-4.0,-3.8989999294281006,0.0189999993890523,3
12_14_24,-4.5,-4.394999980926514,0.0209999997168779,3
12_14_25,-5.0,-4.894999980926514,0.0209999997168779,3
12_14_26,-5.5,-5.392000198364258,0.0199999995529651,3
12_14_26,-6.0,-5.889999866485596,0.0199999995529651,3
12_14_27,-6.5,-6.38700008392334,0.0209999997168779,3
12_14_28,-7.0,-6.886000156402588,0.0209999997168779,3
12_14_29,-7.5,-7.381999969482422,0.0219999998807907,3
12_14_30,-8.0,-7.880000114440918,0.0219999998807907,3
12_14_30,-8.5,-8.37600040435791,0.0199999995529651,3
12_14_31,-9.0,-8.87600040435791,0.0199999995529651,3
12_14_32,-9.5,-9.371999740600586,0.0230000000447034,3
12_14_33,-10.0,-9.871000289916992,0.0230000000447034,3
12_14_34,-10.5,-10.366999626159668,0.0219999998807907,3
12_14_34,-11.0,-10.866999626159668,0.0219999998807907,3
12_14_35,-11.5,-11.36400032043457,0.0199999995529651,3
12_14_36,-12.0,-11.864999771118164,0.0230000000447034,3
12_14_37,-12.5,-12.362000465393066,0.0209999997168779,3
12_14_38,-13.0,-12.862000465393066,0.0230000000447034,3
12_14_38,-13.5,-13.359999656677246,0.0219999998807907,3
12_14_39,-14.0,-13.859000205993652,0.0240000002086162,3
12_14_40,-14.5,-14.355999946594238,0.0230000000447034,3
12_14_41,-15.0,-14.857999801635742,0.0260000005364418,3
12_14_42,-15.5,-15.352999687194824,0.025000000372529,3
12_14_42,-16.0,-15.852999687194824,0.0260000005364418,3
12_14_43,-16.5,-16.350000381469727,0.0240000002086162,3
12_14_44,-17.0,-16.85099983215332,0.0270000007003545,3
12_14_45,-17.5,-17.347999572753906,0.0240000002086162,3
12_14_46,-18.0,-17.849000930786133,0.0270000007003545,3
12_14_46,-18.5,-18.347000122070312,0.0240000002086162,3
12_14_47,-19.0,-18.850000381469727,0.0260000005364418,3
12_14_48,-19.5,-19.34600067138672,0.025000000372529,3
12_14_49,-20.0,-19.84600067138672,0.0260000005364418,3
12_14_50,-20.5,-20.34499931335449,0.0230000000447034,3
12_14_50,-21.0,-20.84499931335449,0.0280000008642673,3
12_14_51,-21.5,-21.343000411987305,0.0260000005364418,3
12_14_52,-22.0,-21.84499931335449,0.0289999991655349,3
12_14_53,-22.5,-22.340999603271484,0.0299999993294477,3
12_14_54,-23.0,-22.8439998626709,0.0299999993294477,3
12_14_54,-23.5,-23.339000701904297,0.0280000008642673,3
12_14_55,-24.0,-23.84199905395508,0.0280000008642673,3
12_14_56,-24.5,-24.33799934387207,0.025000000372529,3
12_14_57,-25.0,-24.83799934387207,0.0270000007003545,3
12_14_58,-25.5,-25.333999633789062,0.0260000005364418,3
12_14_58,-26.0,-25.833999633789062,0.0270000007003545,3
12_14_59,-26.5,-26.33300018310547,0.0289999991655349,3
12_15_00,-27.0,-26.83099937438965,0.0289999991655349,3
12_15_01,-27.5,-27.32900047302246,0.0299999993294477,3
12_15_02,-28.0,-27.832000732421875,0.0299999993294477,3
12_15_02,-28.5,-28.32699966430664,0.0280000008642673,3
12_15_03,-29.0,-28.82900047302246,0.0270000007003545,3
12_15_04,-29.5,-29.325000762939453,0.025000000372529,3
12_15_05,-30.0,-29.82699966430664,0.0280000008642673,3
12_15_06,-30.5,-30.326000213623047,0.025000000372529,3
12_15_06,-31.0,-30.82900047302246,0.0289999991655349,3
12_15_07,-31.5,-31.32699966430664,0.0270000007003545,3
12_15_08,-32.0,-31.827999114990234,0.0299999993294477,3
12_15_09,-32.5,-32.32699966430664,0.0260000005364418,3
12_15_10,-33.0,-32.827999114990234,0.0289999991655349,3
12_15_10,-33.5,-33.327999114990234,0.0280000008642673,3
12_15_11,-34.0,-33.82899856567383,0.0299999993294477,3
12_15_12,-34.5,-34.32400131225586,0.0280000008642673,3
12_15_13,-35.0,-34.823001861572266,0.0299999993294477,3
12_15_14,-35.5,-35.321998596191406,0.0289999991655349,3
12_15_14,-36.0,-35.81999969482422,0.0309999994933605,3
12_15_15,-36.5,-36.323001861572266,0.0280000008642673,3
12_15_16,-37.0,-36.81999969482422,0.0280000008642673,3
12_15_17,-37.5,-37.31999969482422,0.0299999993294477,3
12_15_18,-38.0,-37.81600189208984,0.0289999991655349,3
12_15_18,-38.5,-38.31600189208984,0.0309999994933605,3
12_15_19,-39.0,-38.81600189208984,0.0309999994933605,3
12_15_20,-39.5,-39.31700134277344,0.032999999821186,3
12_15_21,-40.0,-39.81600189208984,0.0299999993294477,3
12_15_22,-40.5,-40.31700134277344,0.0309999994933605,3
12_15_22,-41.0,-40.81600189208984,0.0320000015199184,3
12_15_23,-41.5,-41.31499862670898,0.0320000015199184,3
12_15_24,-42.0,-41.81499862670898,0.0299999993294477,3
12_15_25,-42.5,-42.31600189208984,0.0309999994933605,3
12_15_26,-43.0,-42.81399917602539,0.0309999994933605,3
12_15_26,-43.5,-43.3129997253418,0.0309999994933605,3
12_15_27,-44.0,-43.8120002746582,0.0289999991655349,3
12_15_28,-44.5,-44.3120002746582,0.0320000015199184,3
12_15_29,-45.0,-44.80899810791016,0.0320000015199184,3
12_15_30,-45.5,-45.30899810791016,0.0320000015199184,3
12_15_30,-46.0,-45.80699920654297,0.0320000015199184,3
12_15_31,-46.5,-46.305999755859375,0.0299999993294477,3
12_15_32,-47.0,-46.81100082397461,0.0299999993294477,3
12_15_33,-47.5,-47.30799865722656,0.0299999993294477,3
12_15_34,-48.0,-47.80799865722656,0.0299999993294477,3
12_15_34,-48.5,-48.305999755859375,0.0299999993294477,3
12_15_35,-49.0,-48.80699920654297,0.0289999991655349,3
12_15_36,-49.5,-49.305999755859375,0.0289999991655349,3
12_15_37,-50.0,-49.80699920654297,0.0299999993294477,3
12_15_38,-50.5,-50.30500030517578,0.0309999994933605,3
12_15_38,-51.0,-50.80500030517578,0.0309999994933605,3
12_15_39,-51.5,-51.30400085449219,0.0299999993294477,3
12_15_40,-52.0,-51.80699920654297,0.0320000015199184,3
12_15_41,-52.5,-52.30199813842773,0.0309999994933605,3
12_15_42,-53.0,-52.80199813842773,0.0340000018477439,3
12_15_43,-53.5,-53.46599960327149,0.0370000004768371,3
12_15_44,-54.0,-53.805999755859375,0.0599999986588954,3
12_15_45,-54.5,-54.30400085449219,0.0370000004768371,3
12_15_46,-55.0,-54.80199813842773,0.0370000004768371,3
12_15_47,-55.5,-55.47100067138672,0.0370000004768371,3
12_15_48,-56.0,-55.805999755859375,0.0599999986588954,3
12_15_49,-56.5,-56.30099868774414,0.0370000004768371,3
12_15_50,-57.0,-56.9640007019043,0.0370000004768371,3
12_15_51,-57.5,-57.30400085449219,0.0379999987781047,3
12_15_53,-58.0,-57.96699905395508,0.0379999987781047,3
12_15_54,-58.5,-58.305999755859375,0.0590000003576278,3
12_15_55,-59.0,-58.96699905395508,0.0370000004768371,3
12_15_56,-59.5,-59.30699920654297,0.0599999986588954,3
12_15_58,-60.0,-59.96599960327149,0.0379999987781047,3
12_15_58,-60.5,-60.305999755859375,0.0390000008046627,3
12_15_59,-61.0,-60.80699920654297,0.0390000008046627,3
12_16_00,-61.5,-61.30400085449219,0.0359999984502792,3
12_16_01,-62.0,-61.803001403808594,0.0359999984502792,3
12_16_02,-62.5,-62.30400085449219,0.0359999984502792,3
12_16_02,-63.0,-62.80400085449219,0.0359999984502792,3
12_16_03,-63.5,-63.30199813842773,0.0359999984502792,3
12_16_04,-64.0,-63.80099868774414,0.0359999984502792,3
12_16_05,-64.5,-64.30000305175781,0.0359999984502792,3
12_16_06,-65.0,-64.80000305175781,0.0359999984502792,3
12_16_07,-65.5,-65.46700286865234,0.0390000008046627,3
12_16_08,-66.0,-65.80599975585938,0.0590000003576278,3
12_16_10,-66.5,-66.46499633789062,0.0379999987781047,3
12_16_10,-67.0,-66.80599975585938,0.0599999986588954,3
12_16_11,-67.5,-67.30599975585938,0.0370000004768371,3
12_16_12,-68.0,-67.80500030517578,0.0379999987781047,3
12_16_13,-68.5,-68.30699920654297,0.0359999984502792,3
12_16_14,-69.0,-68.80500030517578,0.0359999984502792,3
12_16_14,-69.5,-69.30799865722656,0.0370000004768371,3
12_16_15,-70.0,-69.80699920654297,0.0370000004768371,3
12_16_16,-70.5,-70.30899810791016,0.0370000004768371,3
12_16_17,-71.0,-70.80500030517578,0.0370000004768371,3
12_16_18,-71.5,-71.30699920654297,0.0359999984502792,3
12_16_18,-72.0,-71.80799865722656,0.0359999984502792,3
12_16_19,-72.5,-72.30699920654297,0.0340000018477439,3
12_16_20,-73.0,-72.80799865722656,0.0340000018477439,3
12_16_21,-73.5,-73.30400085449219,0.0340000018477439,3
12_16_22,-74.0,-73.80400085449219,0.0359999984502792,3
12_16_22,-74.5,-74.3010025024414,0.0340000018477439,3
12_16_23,-75.0,-74.80500030517578,0.0350000001490116,3
12_16_25,-75.5,-75.46800231933594,0.0350000001490116,3
12_16_26,-76.0,-75.80599975585938,0.0579999983310699,3
12_16_26,-76.5,-76.3010025024414,0.0379999987781047,3
12_16_27,-77.0,-76.80400085449219,0.0379999987781047,3
12_16_28,-77.5,-77.30599975585938,0.0350000001490116,3
12_16_29,-78.0,-77.80599975585938,0.0370000004768371,3
12_16_30,-78.5,-78.30699920654297,0.0370000004768371,3
12_16_30,-79.0,-78.80500030517578,0.0359999984502792,3
12_16_31,-79.5,-79.30699920654297,0.0359999984502792,3
12_16_32,-80.0,-79.8030014038086,0.0340000018477439,3
12_16_33,-80.5,-80.30400085449219,0.0359999984502792,3
12_16_34,-81.0,-80.802001953125,0.0359999984502792,3
12_16_34,-81.5,-81.302001953125,0.0359999984502792,3
12_16_35,-82.0,-81.80500030517578,0.0350000001490116,3
12_16_36,-82.5,-82.3030014038086,0.0350000001490116,3
12_16_37,-83.0,-82.80500030517578,0.0350000001490116,3
12_16_38,-83.5,-83.302001953125,0.0320000015199184,3
12_16_38,-84.0,-83.80400085449219,0.0370000004768371,3
12_16_39,-84.5,-84.30000305175781,0.0340000018477439,3
12_16_40,-85.0,-84.80000305175781,0.0359999984502792,3
12_16_41,-85.5,-85.302001953125,0.0350000001490116,3
12_16_42,-86.0,-85.80500030517578,0.0350000001490116,3
12_16_42,-86.5,-86.31099700927734,0.0350000001490116,3
12_16_43,-87.0,-86.80899810791016,0.0340000018477439,3
12_16_44,-87.5,-87.31199645996094,0.0340000018477439,3
12_16_45,-88.0,-87.81099700927734,0.0350000001490116,3
12_16_46,-88.5,-88.31400299072266,0.0340000018477439,3
12_16_46,-89.0,-88.81300354003906,0.0320000015199184,3
12_16_47,-89.5,-89.31300354003906,0.032999999821186,3
12_16_48,-90.0,-89.81500244140625,0.032999999821186,3
12_16_49,-90.5,-90.31400299072266,0.0320000015199184,3
12_16_50,-91.0,-90.81400299072266,0.0309999994933605,3
12_16_50,-91.5,-91.30999755859376,0.0320000015199184,3
12_16_51,-92.0,-91.80999755859376,0.032999999821186,3
12_16_52,-92.5,-92.30699920654295,0.0309999994933605,3
12_16_53,-93.0,-92.80699920654295,0.032999999821186,3
12_16_54,-93.5,-93.30500030517578,0.0299999993294477,3
12_16_54,-94.0,-93.8040008544922,0.0299999993294477,3
12_16_55,-94.5,-94.30999755859376,0.0320000015199184,3
12_16_56,-95.0,-94.80799865722656,0.0320000015199184,3
12_16_57,-95.5,-95.31099700927734,0.0280000008642673,3
12_16_58,-96.0,-95.80699920654295,0.0280000008642673,3
12_16_58,-96.5,-96.30899810791016,0.0280000008642673,3
12_16_59,-97.0,-96.80799865722656,0.0280000008642673,3
12_17_00,-97.5,-97.30899810791016,0.0280000008642673,3
12_17_01,-98.0,-97.81300354003906,0.0280000008642673,3
12_17_02,-98.5,-98.31099700927734,0.0280000008642673,3
12_17_02,-99.0,-98.81199645996094,0.0280000008642673,3
12_17_03,-99.5,-99.30999755859376,0.0260000005364418,3
12_17_04,-100.0,-99.80999755859376,0.0260000005364418,3
12_17_05,-100.5,-100.30599975585938,0.025000000372529,3
12_17_06,-101.0,-100.80999755859376,0.025000000372529,3
12_17_06,-101.5,-101.31400299072266,0.025000000372529,3
12_17_07,-102.0,-101.81199645996094,0.0230000000447034,3
12_17_08,-102.5,-102.31199645996094,0.0230000000447034,3
12_17_09,-103.0,-102.80799865722656,0.0209999997168779,3
12_17_10,-103.5,-103.31199645996094,0.0199999995529651,3
12_17_10,-104.0,-103.80999755859376,0.0189999993890523,3
12_17_11,-104.5,-104.31300354003906,0.0179999992251396,3
12_17_12,-105.0,-104.81600189208984,0.0170000009238719,3
12_17_13,-105.5,-105.31300354003906,0.0170000009238719,3
12_17_14,-106.0,-105.81500244140624,0.0170000009238719,3
12_17_14,-106.5,-106.31300354003906,0.0109999999403953,3
12_17_15,-107.0,-106.81400299072266,0.0109999999403953,3
12_17_16,-107.5,-107.31300354003906,0.0109999999403953,3
12_17_17,-108.0,-107.81199645996094,0.0109999999403953,3
12_17_18,-108.5,-108.31500244140624,0.006000000052154,3
12_17_18,-109.0,-108.81400299072266,0.0070000002160668,3
12_17_19,-109.5,-109.31199645996094,0.0040000001899898,3
12_17_20,-110.0,-109.80899810791016,0.0040000001899898,3
12_17_21,-110.5,-110.30899810791016,0.0,3
12_17_22,-111.0,-110.80699920654295,0.0,3
12_17_22,-111.5,-111.30500030517578,0.006000000052154,3
12_17_23,-112.0,-111.80899810791016,0.0099999997764825,3
12_17_24,-112.5,-112.30699920654295,0.0140000004321336,3
12_17_25,-113.0,-112.80899810791016,0.0160000007599592,3
12_17_26,-113.5,-113.30899810791016,0.0209999997168779,3
12_17_26,-114.0,-113.81300354003906,0.0240000002086162,3
12_17_27,-114.5,-114.31700134277344,0.0390000008046627,3
12_17_28,-115.0,-114.81700134277344,0.0390000008046627,3
12_17_29,-115.5,-115.31900024414062,0.0590000003576278,3
12_17_30,-116.0,-115.81800079345705,0.0590000003576278,3
12_17_30,-116.5,-116.31900024414062,0.0879999995231628,3
12_17_31,-117.0,-116.81900024414062,0.0879999995231628,3
12_17_32,-117.5,-117.31900024414062,0.1330000013113021,3
12_17_33,-118.0,-117.8239974975586,0.1330000013113021,3
12_17_34,-118.5,-118.31999969482422,0.1689999997615814,3
12_17_34,-119.0,-118.8219985961914,0.2179999947547912,3
12_17_35,-119.5,-119.31900024414062,0.4329999983310699,3
12_17_36,-120.0,-119.81900024414062,0.4329999983310699,3
12_17_37,-120.5,-120.31700134277344,0.7239999771118164,3
12_17_38,-121.0,-120.81800079345705,1.7009999752044678,3
12_17_38,-121.5,-121.3209991455078,17.142000198364258,3
12_17_39,-122.0,-121.81999969482422,65.52899932861328,3
12_17_40,-122.5,-122.3209991455078,235.1309967041016,3
12_17_41,-123.0,-122.5199966430664,297.8590087890625,11
12_17_41,-123.5,-122.5199966430664,297.8590087890625,5
